address,city,date_of_sale,sold_price,type,bedrooms,bathrooms,sq_ft,lot_sqft,build_age,stories,garage,hoa_fee,school_score,median_income,dist_bart_miles,unemployment,interest_rate
1432 Golden Rain Rd Apt 4,Walnut Creek,5/29/24,679000,Condo,2,1.0,1230,0.0,61,1.0,0,105.0,22,69375.0,2.336517966403988,4.7,6.75
1617 Sunnyvale Ave,Walnut Creek,5/29/24,1135000,Single-family,3,2.0,1670,5500.0,36,2.0,2,0.0,22,142723.0,0.4650567855268464,4.7,6.75
730 Minert Rd,Walnut Creek,5/29/24,6385000,Single-family,3,2.0,1395,28750.0,66,1.0,0,0.0,22,213929.0,0.9956559348033686,4.7,6.75
123 Los Cerros Ave,Walnut Creek,5/29/24,1300000,Single-family,6,3.0,2203,7500.0,67,1.0,0,0.0,22,207105.0,1.365726625545325,4.7,6.75
2708 Tice Creek Dr Apt 4,Walnut Creek,5/29/24,660000,Condo,2,2.0,1157,0.0,60,1.0,0,1142.0,22,97417.0,2.9870748699551406,4.7,6.75
2116 Golden Rain Rd Apt 8,Walnut Creek,5/29/24,581000,Condo,2,1.0,1330,0.0,61,1.0,0,1261.0,22,69375.0,1.9357545127022924,4.7,6.75
1829 Stratton Cir,Walnut Creek,5/28/24,1225000,Townhome,3,2.0,1907,0.0,45,2.0,2,528.0,22,164107.0,1.0822996154513929,4.7,6.75
1333 Ptarmigan Dr Apt 8,Walnut Creek,5/28/24,385000,Condo,2,2.0,1162,0.0,57,1.0,1,1142.0,22,81921.0,3.3579151670290237,4.7,6.75
3318 Cottingham Ct,Walnut Creek,5/28/24,1945000,Single-family,4,3.0,3043,11000.0,49,2.0,3,0.0,22,250001.0,2.9013524891553915,4.7,6.75
3464 Whitehaven Dr,Walnut Creek,5/28/24,2200000,Single-family,5,3.0,3378,10019.0,31,2.0,3,0.0,22,250001.0,3.122902171765743,4.7,6.75
1610 2nd Ave,Walnut Creek,5/28/24,1275000,Single-family,3,3.0,2385,18125.0,85,2.0,0,0.0,22,142723.0,0.7172006739368453,4.7,6.75
1829 Stratton Cir # 14,Walnut Creek,5/28/24,1225000,Condo,3,2.0,1907,0.0,45,2.0,0,0.0,22,164107.0,1.0827981369129709,4.7,6.75
1590 Sunnyvale Ave Apt 34,Walnut Creek,5/27/24,512000,Condo,2,1.0,810,0.0,51,1.0,0,435.0,22,142723.0,0.4344647455406665,4.7,6.75
160 Greenwood Cir,Walnut Creek,5/24/24,1200000,Single-family,3,2.0,1659,10000.0,71,1.0,2,0.0,22,144474.0,0.445784810892622,4.7,6.75
3 Vista Hermosa,Walnut Creek,5/24/24,1150000,Single-family,3,1.0,1014,6900.0,72,1.0,2,29.0,22,171218.0,0.3408208203031681,4.7,6.75
1425 Quail View Cir,Walnut Creek,5/24/24,1250000,Townhome,4,3.0,2387,0.0,42,2.0,2,465.0,22,164063.0,1.3306035728842298,4.7,6.75
1995 Cactus Ct Apt 2,Walnut Creek,5/24/24,1050000,Condo,2,2.0,1476,0.0,52,1.0,1,1150.0,22,97417.0,2.318568616113198,4.7,6.75
588 Churchill Downs Ct,Walnut Creek,5/24/24,845000,Townhome,3,2.0,1357,0.0,37,2.0,1,624.0,22,129637.0,0.6403805706276631,4.7,6.75
2635 Saklan Indian Dr Apt 2,Walnut Creek,5/24/24,1700000,Condo,2,2.0,1640,0.0,51,1.0,1,1200.0,22,97417.0,2.7785937794779016,4.7,6.75
1225 Singingwood Ct Apt 2,Walnut Creek,5/23/24,288000,Condo,1,1.0,733,0.0,59,1.0,0,1142.0,22,81921.0,3.204707776705155,4.7,6.75
1801 Lamplight Ct,Walnut Creek,5/23/24,1045000,Townhome,3,2.0,2240,0.0,45,3.0,2,909.0,22,164063.0,1.4844544282383147,4.7,6.75
1588 Golden Rain Rd Apt 1,Walnut Creek,5/22/24,550000,Condo,2,2.0,1049,0.0,61,1.0,0,1261.0,22,69375.0,2.245690481937156,4.7,6.75
64 Iron Horse Ln,Walnut Creek,5/22/24,755000,Townhome,2,2.0,1144,0.0,24,2.0,2,545.0,22,93828.0,0.2234493125548181,4.7,6.75
1948 3rd Ave,Walnut Creek,5/22/24,1500000,Single-family,3,2.0,1762,45738.0,67,1.0,2,0.0,22,142723.0,1.1074336323026408,4.7,6.75
1840 Tice Creek Dr Apt 2429,Walnut Creek,5/22/24,785000,Condo,2,2.0,1234,0.0,35,1.0,1,2920.0,22,69375.0,2.2533757505653687,4.7,6.75
1241 Homestead Ave Apt 213,Walnut Creek,5/22/24,359999,Condo,1,1.0,729,0.0,56,1.0,0,450.0,22,163771.0,0.8923641177612505,4.7,6.75
1657 Skycrest Dr Apt 16,Walnut Creek,5/21/24,1210000,Condo,3,2.0,1212,0.0,55,1.0,0,0.0,22,66500.0,2.2584910698473606,4.7,6.75
3037 Avellano Dr,Walnut Creek,5/21/24,1650000,Single-family,3,3.0,1790,13804.0,66,1.0,2,0.0,22,218191.0,2.2919429315016817,4.7,6.75
616 Montezuma Ct,Walnut Creek,5/21/24,1500000,Single-family,4,2.0,2787,5000.0,46,2.0,2,273.0,22,163771.0,1.4373774037006837,4.7,6.75
340 N Civic Dr Apt 306,Walnut Creek,5/21/24,550000,Condo,2,2.0,1374,0.0,54,1.0,1,1021.0,22,129637.0,0.5936634745285123,4.7,6.75
175 Springside Rd,Walnut Creek,5/21/24,1330000,Single-family,3,2.0,1586,14300.0,67,2.0,2,0.0,22,171218.0,0.6175272896469151,4.7,6.75
2505 Cascade Dr,Walnut Creek,5/20/24,1685000,Single-family,4,2.0,2023,13200.0,62,1.0,2,0.0,22,207105.0,2.2579109659235383,4.7,6.75
340 Clarkin Ct,Walnut Creek,5/20/24,2333000,Single-family,4,3.0,2546,18600.0,37,1.0,3,0.0,22,180500.0,2.3237270805089203,4.7,6.75
1129 Avenida Sevilla Apt 3B,Walnut Creek,5/20/24,575000,Condo,2,2.0,1367,0.0,55,1.0,0,1260.0,22,81921.0,3.597500516256085,4.7,6.75
902 Cortina Ct,Walnut Creek,5/17/24,1750000,Single-family,4,2.0,2192,11772.0,58,1.0,2,0.0,22,207105.0,3.096368427254476,4.7,6.75
143 Kendall Rd,Walnut Creek,5/17/24,1305000,Single-family,3,1.0,1276,9500.0,79,1.0,2,0.0,22,157959.0,0.9765107641258616,4.7,6.75
4016 Walnut Blvd,Walnut Creek,5/17/24,1725000,Single-family,5,2.0,2862,24829.0,64,2.0,2,0.0,22,163771.0,1.6105976641950042,4.7,6.75
462 Bridge Rd,Walnut Creek,5/17/24,1465000,Single-family,4,2.0,1680,10454.0,71,1.0,2,0.0,22,157959.0,1.2051967883593615,4.7,6.75
596 Cabot Ct,Walnut Creek,5/17/24,871000,Townhome,2,2.0,1287,0.0,50,1.0,2,407.0,22,164107.0,0.9704961076434494,4.7,6.75
445 Via Royal,Walnut Creek,5/16/24,855000,Townhome,2,2.0,1461,0.0,45,2.0,2,475.0,22,142723.0,0.5240369784456246,4.7,6.75
1101 Leisure Ln Apt 4,Walnut Creek,5/16/24,365000,Condo,1,1.0,842,0.0,62,1.0,0,1142.0,22,81921.0,3.0147814625229263,4.7,6.75
1705 Ptarmigan Dr Apt 1B,Walnut Creek,5/16/24,665000,Condo,2,2.0,1483,0.0,55,1.0,0,1150.0,22,81921.0,3.4478033246576856,4.7,6.75
37 Beech Ct,Walnut Creek,5/16/24,1626126,Single-family,3,2.0,1656,16900.0,71,1.0,3,0.0,22,180500.0,2.536821143043697,4.7,6.75
1860 Tice Creek Dr Apt 1140,Walnut Creek,5/16/24,495000,Condo,2,2.0,920,0.0,36,1.0,1,2803.0,22,69375.0,2.33715157711373,4.7,6.75
1160 Singingwood Ct Apt 4,Walnut Creek,5/16/24,335000,Condo,2,1.0,1054,0.0,60,1.0,0,1299.0,22,81921.0,3.097627581345574,4.7,6.75
12 Julianne Ct,Walnut Creek,5/16/24,1750000,Single-family,3,2.0,2063,19400.0,67,1.0,2,0.0,22,189153.0,1.7704178188702726,4.7,6.75
1752 Stanley Dollar Dr Apt 1B,Walnut Creek,5/15/24,1400000,Condo,2,2.0,1574,0.0,46,1.0,1,1265.0,22,66500.0,2.894749000954888,4.7,6.75
